ACC_X,ACC_Y,ACC_Z,GIR_X,GIR_Y,GIR_Z
-1.54,0.84,-1.23,75.68,-196.47,-159.18
-1.49,0.7,-0.93,163.27,-200.2,-220.28
-1.49,0.51,-0.93,218.75,-180.42,-250.73
-1.37,0.23,-1.26,156.49,-139.65,-257.45
-1.31,0.24,-1.35,53.77,-198.36,-192.44
-1.27,0.35,-1.11,-99.06,-247.62,-158.2
-1.16,0.5,-0.65,-108.83,-329.53,-119.87
-1.14,0.46,-0.45,-109.19,-346.44,-119.51
-1.0,0.17,-0.2,-107.91,-343.44,-140.87
-0.93,-0.05,-0.15,-101.2,-334.05,-142.33
-0.76,-0.4,-0.09,-137.63,-308.59,-118.23
-0.71,-0.52,-0.08,-164.12,-275.39,-44.56
-0.74,-0.54,-0.13,-167.24,-254.88,-9.7
-0.8,-0.62,-0.19,-154.79,-237.79,41.2
-0.84,-0.68,-0.12,-144.53,-250.24,86.85
-1.01,-0.83,0.28,-164.31,-302.8,113.71
-1.23,-0.93,0.75,-248.78,-354.0,192.75
-1.47,-0.83,1.04,-368.96,-366.58,256.84
-1.79,0.03,1.88,-623.84,-331.12,448.12
-1.87,0.7,2.23,-505.07,-280.94,623.29
-1.64,2.14,2.53,-175.84,-150.76,651.37
-1.3,3.47,2.66,-247.01,21.12,583.62
-1.19,3.78,2.54,-326.17,129.7,468.57
-1.1,3.17,1.74,-323.55,339.6,161.8
-1.09,2.53,1.3,-296.75,413.33,53.47
-1.17,1.71,0.61,-251.65,490.72,-4.64
-1.26,1.76,-0.07,-220.09,523.01,63.29
-1.34,2.0,-0.51,-269.71,540.22,107.12
-1.47,2.73,-1.34,-394.9,564.51,106.38
-1.54,2.77,-1.79,-371.7,546.39,35.95
-1.53,2.21,-2.28,-259.64,389.53,-137.45
-1.44,1.46,-1.69,-162.48,166.81,-213.75
-1.43,1.33,-1.2,-184.69,93.99,-207.4
-1.39,1.47,-0.79,-223.27,65.8,-169.68
-1.54,1.57,-0.74,-285.1,84.35,-167.97
-1.68,1.42,-0.96,-230.53,115.42,-225.71
-1.87,1.05,-1.31,-165.34,139.16,-289.43
-2.0,0.85,-1.47,-160.52,144.23,-314.33
-2.13,0.46,-1.81,-117.8,128.6,-344.06
-2.13,0.36,-1.89,-87.22,102.05,-339.78
-2.15,0.31,-1.77,-4.7,20.94,-318.79
-2.12,0.18,-1.38,132.75,-32.71,-324.95
-1.98,0.14,-1.37,234.19,-27.53,-326.72
-1.84,0.23,-1.5,280.94,-2.69,-288.88
-1.76,0.34,-1.45,227.84,-9.64,-260.93
-1.66,0.47,-1.15,168.21,-51.09,-232.48
-1.52,0.47,-0.97,157.65,-66.22,-223.57
-1.49,0.51,-1.05,129.82,-61.83,-212.34
-1.44,0.66,-1.37,-1.1,-68.36,-189.51
-1.43,0.7,-1.47,-47.3,-95.58,-186.16
-1.43,0.66,-1.22,-88.81,-198.85,-191.71
-1.39,0.46,-0.7,-113.77,-287.54,-201.9
-1.31,0.32,-0.52,-131.59,-310.97,-203.12
-1.16,0.1,-0.32,-179.87,-327.15,-172.42
-1.11,0.02,-0.3,-206.05,-328.86,-147.22
-0.98,-0.07,-0.25,-243.04,-332.82,-85.27
-0.95,-0.12,-0.16,-259.77,-335.08,-21.36
-0.87,-0.15,-0.08,-263.73,-335.08,7.26
-0.8,-0.22,0.12,-228.27,-327.15,53.41
-0.77,-0.25,0.21,-207.82,-316.04,71.23
-0.71,-0.31,0.22,-184.63,-279.97,103.33
-0.72,-0.36,0.18,-196.72,-267.46,139.77
-0.79,-0.35,0.25,-203.43,-278.26,163.45
-0.95,-0.4,0.54,-263.73,-309.02,221.19
-1.09,-0.33,0.83,-319.34,-324.83,260.74
-1.26,0.19,1.36,-410.34,-332.89,372.99
