ACC_X,ACC_Y,ACC_Z,GIR_X,GIR_Y,GIR_Z
0.18,0.2,-0.22,93.2,-86.3,6.16
0.17,0.11,-0.19,88.07,-86.61,-5.43
0.12,0.03,-0.13,86.67,-89.6,-7.08
0.04,0.01,-0.03,79.28,-88.99,-8.36
0.0,0.01,-0.02,79.35,-87.83,-8.06
-0.06,-0.02,0.01,90.39,-93.81,-6.53
-0.11,-0.1,0.07,91.92,-111.15,-10.74
-0.22,-0.35,0.16,81.36,-116.52,-9.95
-0.35,-0.47,0.15,57.5,-122.07,2.44
-0.41,-0.48,0.18,48.03,-127.69,11.66
-0.54,-0.37,0.3,46.02,-141.78,33.33
-0.6,-0.28,0.4,44.68,-148.62,45.78
-0.72,-0.18,0.57,44.49,-146.42,44.86
-0.81,-0.25,0.68,52.86,-139.4,38.09
-0.86,-0.3,0.8,57.07,-137.88,35.4
-0.95,-0.43,0.98,66.59,-116.82,35.77
-0.99,-0.51,1.01,74.83,-94.6,47.06
-1.02,-0.61,1.18,76.78,-90.7,57.68
-0.99,-0.57,1.27,52.06,-88.38,80.08
-1.03,-0.53,1.34,25.45,-96.86,90.09
-1.13,-0.3,1.51,-17.27,-121.46,119.63
-1.12,-0.13,1.58,-61.4,-138.12,141.66
-1.08,0.38,1.68,-69.52,-147.89,142.33
-1.07,0.6,2.05,-41.87,-171.33,104.31
-1.06,0.43,2.32,-20.39,-180.6,76.17
-1.05,0.1,2.77,48.89,-177.25,45.9
-1.06,0.05,2.87,82.76,-130.68,49.01
-1.1,0.21,2.76,77.39,-103.64,54.2
-1.17,0.39,2.73,61.95,-62.93,48.71
-1.18,0.43,2.73,51.51,-41.08,38.15
-1.18,0.42,2.54,26.49,9.64,8.3
-1.17,0.4,2.41,13.92,43.7,-19.84
-1.16,0.24,2.29,12.39,52.49,-32.78
-1.14,0.08,2.17,6.96,72.81,-46.63
-1.13,0.04,2.1,-0.06,85.14,-49.44
-1.11,-0.02,2.01,-12.39,104.74,-54.44
-1.1,-0.08,1.96,-17.82,119.32,-61.77
-1.09,-0.2,1.86,-28.08,125.24,-63.35
-1.05,-0.24,1.67,-35.03,135.5,-66.65
-1.02,-0.26,1.61,-35.89,134.83,-69.58
-0.96,-0.4,1.53,-42.36,131.47,-76.78
-0.96,-0.47,1.47,-50.96,135.56,-71.59
-0.96,-0.48,1.32,-65.92,138.73,-63.42
-0.96,-0.39,1.2,-67.75,142.46,-44.31
-0.92,-0.34,1.14,-67.57,143.92,-37.72
-0.83,-0.3,1.02,-73.61,152.77,-34.12
-0.81,-0.3,0.98,-75.81,160.64,-34.48
-0.78,-0.31,0.93,-76.23,164.43,-34.24
-0.76,-0.3,0.84,-87.1,176.33,-26.55
-0.77,-0.26,0.76,-92.41,183.17,-18.8
-0.72,-0.07,0.63,-95.15,183.17,-5.74
-0.67,-0.01,0.59,-98.21,179.93,-9.34
